,Text,encoded_Author
4237,"National Transportation Safety Board (NTSB) investigators were preparing to examine the wreckage on Friday of a Delta Comair plane that crashed in a snowstorm on Thursday, killing all 29 people on board.",48
4238,"The Czech crown firmed from the central bank fixing on Thursday, building on gains after a strong showing of the senior coalition party in Senate elections last weekend and prospects for the second round vote.",18
4239,"Australia's biggest retailer, Coles Myer Ltd, reported on Wednesday a firm rise in sales revenue, signalling the worst may be over for the country's long-suffering merchants.",30
4240,An advisor to Governor Chris Patten's inner cabinet said on Monday that property in Hong Kong has become like gold that is not merely worn but kept and accumulated -- giving rise to abnormal demand.,45
4241,"In China's headlong rush to develop, first in its fanatical leftwing past and then in the get-rich-quick days of reform, it has hacked or bulldozed away much of its architectural heritage.",49
4242,The United States on Tuesday raised the stakes in a battle to supply NATO aspirants in central Europe with advanced fighter aircraft by offering the Czechs free use of seven Navy Hornet jets for five years.,1
4243,Baxter International Inc said on Wednesday it expects to record unspecified charges against earnings in the first quarter of 1997 on in-process research and development acquired through its purchases of Research Medical Inc and Immuno International AG.,22
4244,"U.S. retailers are expected to post sales gains in the single digits for March, bolstered by low-end discount stores sales while department store performance was nearly flat compared with a year ago.",5
4245,China's usually rubber stamp parliament failed on Monday to pass an anti-corruption bill after the proposed law fell victim to fierce debate over whether it should specifically target government officials.,14
4246,French state-owned airline Air France said on Thursday it was ready to take on the toughening competition in its domestic market posed by British Airways Plc (BA).,29
4247,Australia's information technology and telecommunication industry (IT&amp;T) on Tuesday welcomed a decision by Asia-Pacific leaders that would lead to a substantial reduction in tariffs.,23
4248,"Ivorian warehouses remain largely full of cocoa after slow shipments ahead of an expected March export peak, leaving some exporters short of coffee storage space, industry sources said on Wednesday.",32
4249,"Cascade Communications Corp's earnings for the third quarter ended September blew past the published analysts' consensus estimate by a solid $0.02 a share, but fell shy of Wall Street expectations nonetheless.",9
4250,"Japanese banks, already groaning under problem loans, are dangerously exposed to the volatile Tokyo stock market and a further drop in the market may finally force them into a blood-letting reorganisation, analysts say.",10
4251,China's restive Tibet region appeared certain on Sunday to fall under the shadow of a renewed campaign of intimidation after a music student was jailed for 18 years for spying and a bomb rocked the capital.,14
4252,"The collapse of a major real estate company which borrowed heavily from Japan's ""jusen"" mortgage firms would be unlikely to have any major negative impact on the financial industry, analysts said on Tuesday.",10
4253,"Revisions to Ivory Coast's coffee and cocoa auction system have been finalised in line with donor loan conditions and need only government blessing to come into effect, donor sources and exporters say.",32
4254,"Britain's Serious Fraud Office said on Thursday it had become involved in a probe into alleged irregularities at Morgan Grenfell Asset Management, the funds arm of Deutsche Bank's British-based investment bank.",2
4255,"AT&amp;T Corp. surprised almost everybody Wednesday by picking John Walter, chairman of printing company R.R. Donnelley and Sons, as its new president and heir apparent to Chairman Robert Allen.",35
4256,"Toronto stocks closed on a firmer note on Friday, boosted by a party in the bond market and strength in the heavily weighted banking and gold sectors.",26
4257,"Chief executives of Conrail Inc., CSX Corp. and Norfolk Southern Corp. are expected to hold a crucial meeting this week that could help put a giant railroad merger back on track.",39
4258,"Four companies have approached Angeion Corp about becoming distribution partners with the Plymouth, Minn.-based medical devices maker, chief executive Whitney McFarlin said.",22
4259,"David Jones, chief executive of British fashion retailer Next Plc, on Monday rejected as nonsense press reports that he had been approached by headhunters to take over the top job at Sears.",47
4260,"Three Canadian financial institutions on Tuesday launched North America's first city-wide, reusable ""smart"" card designed to replace cash in retail transactions.",6
4261,"A planned merger between British brewer Bass and Carlsberg-Tetley will create such a dominant force in the industry that it is almost certain to fall foul of Britain's competition authorities, regional brewers said on Tuesday.",47
4262,"Insurance group Guardian Royal Exchange PLC on Tuesday reported a sharp fall in 1996 profits and said it was considering a major acquisition within the next twelve months, possibly in the life sector.",44
4263,"Britain's takeover watchdog on Friday handed out its strongest sanction to BZW, investment banking arm of Barclays Bank, over its conduct of a bid defence for Northern Electric last year.",17
4264,"A year after the ValuJet Inc. crash, the top airline regulator suggested Thursday it would be impractical to force air carriers to install fire-safety equipment in passenger cargo holds in less than three years.",40
4265,"China hopes for a breakthrough to launch manned space flights early next century and planns to land a spacecraft on the moon in the 21st century, the Xinhua news agency said on Thursday.",14
4266,"Profit-taking and changing market sentiment pulled the Czech crown lower on Thursday, and dealers said they expected a further weakening of the currency since there were few fundamentals to support it.",1
4267,"As Japanese telecoms titan NTT mulls an investment with British Telecommunications (BT) in France, analysts said on Thursday any such deal would be a major coup for Britain's dominant telecoms operator.",24
4268,British drug discovery group Scotia Holdings Plc said on Tuesday it remained confident about prospects for its drug pipeline despite recent setbacks.,19
4269,"America Online Inc., the world's largest online service, Thursday reported a first quarter net loss of $353.7 million due to its widely-expected restructuring charges to change its accounting practices.",46
4270,"Tobacco to insurance group B.A.T Industries Plc reported a five percent rise in 1996 profits to 2.495 billion pounds ($4 billion) on Wednesday, hit by an exceptional charge of 160 million pounds for U.S. environmental claims against its Eagle Star insurance unit.",47
4271,"The Toronto stock market ended weaker in brisk trading on Thursday, hit by a sell off in Canadian bonds and heavily weighted bank stocks.",26
4272,Sun Microsystems Inc. and its partners will Wednesday launch initiatives aimed at making its Java computing platform more speedy on devices ranging from smart cards to supercomputers.,41
4273,"After a turbulent first year on the Internet, Rupert Murdoch's News Corp. will launch a revamped Web site on Monday with a new strategy more tightly focused on its well-known TV Guide.",46
4274,Czech Prime Minister Vaclav Klaus announced a state commission on Wednesday to attack bureaucracy in the land of Franz Kafka.,13
4275,"China has jailed dozens of dissidents this year amid Beijing's obsession with stability coupled with easing foreign pressure on its human rights record, human rights groups and diplomats said on Wednesday.",3
4276,"Around 300,000 tonnes of copper is in the process of being added to the stocks of China's central reserve authorities with about a third of that quantity now clearing through customs, Asian traders said on Monday.",27
4277,Pro-Beijing politicians have defeated two motions in Hong Kong's legislature that threatened to exert new pressure on China over human rights and the future role of the Communist Party after Britain quits the territory.,37
4278,"Wembley, England's home of soccer since the 1920s, will be the site of a new national stadium, the country's Sports Council announced on Tuesday.",21
4279,"China is expected to end the year without loosening its three-year old tight credit policy as rampant local fixed asset investment continues to threaten economic over-heating, analysts said on Thursday.",11
4280,"Family controlled food and retailing group Associated British Foods reported a 15 percent incrase in its full year profits on Monday, but chairman Garry Weston sounded a wary note when asked about the year ahead.",47
4281,China and the United States signed a new textile agreement on Sunday in an eleventh-hour deal that ended the threat of a cross-Pacific trade war and was hailed by both sides as a breakthrough.,34
4282,Japanese workers are facing another year of marginal salary increases as traditional systems of fixed pay rises give way to greater wage flexibility and growing job insecurity.,10
4283,"China hailed on Tuesday its war on bourgeois decadence as the top news event of 1996 along with missile tests off Taiwan, but ignored improved ties with the United States and the jailing of a dozen dissidents.",14
4284,"Canadian mining companies are keeping a wary eye on the strengthening Canadian dollar, which threatens to bruise their earnings and cash flow.",12
4285,The head of America's most popular cable television service said on Tuesday that Latin American television will continue booming into the 21st century and that pan-regional advertising would shoot up to $1 billion within a decade.,33
4286,"Heavy wet season rains in April favouring Ivorian cocoa midcrop growth (May-Sept) dropped off in early May but harvests are expected to match forecasts of over 150,000 tonnes, weather and crop analysts said on Thursday.",32
4287,A hardline Chinese magazine has issued a blistering attack on China's most prominent living author and former culture minister in the first open salvo of a power struggle before a crucial Communist Party meeting.,14
4288,"Hyatt Hotels Corp. said Monday it will spend $1 billion over the next three years to acquire 20 to 30 hotels, rapidly accelerating its expansion programme.",5
4289,Advanced Technology Laboratories Inc Chairman and Chief Executive Officer Dennis Fill said Wednesday he was comfortable with estimates the company will earn between $1.30 and $1.40 a share this year.,31
4290,Hong Kong civil aviation department statistics show cargo handled in August totalled by region rose by 6.7 per cent compared with the same month last year.,15
4291,"Chinese officials sent out positive signals about Beijing's future handling of Hong Kong on Friday, and diplomats indicated China and Britain had agreed on a VIP guestlist for a grand handover party.",37
4292,A threatened overhaul of Britain's Securities and Investments Board (SIB) by a future Labour government and news it must find a new chairman will make the next few months uncertain for the top financial watchdog.,2
4293,"Boeing Co on Tuesday signed a $685 million contract to sell jets to China with Vice President Al Gore on hand, signalling a boost in business relations after Beijing only a year ago had turned to European rival Airbus.",49
4294,"Lord Douro, deputy chairman of Vendome Luxury Goods, whose products are especially popular with Japanese consumers, said he thinks the yen has stabilised against the dollar and may improve.",47
4295,"Mitsui Fudosan Co Ltd, Japan's biggest real estate developer, hopes to rise above Japan's property slump and drum up new business by offering real estate investment services to foreign and small investors.",10
4296,"The bidding war for Conrail Inc. appears to be drawing to a close, but big legal and regulatory battles are right around the corner.",39
4297,British life assurer Scottish Amicable said on Thursday it planned to shed its 170-year-old mutual status in favour of a stock market flotation aimed at taking advantage of opportunities for profit growth.,44
4298,"A plan by U.S. car giant Ford Motor Co to increase its stake in a Chinese truck maker is a bet on the future of China's auto industry, as revitalising the Chinese partner could take years, analysts said on Wednesday.",27
4299,The French Industry Minister on Wednesday angrily reminded the chairman of Britain's General Electric Co Plc of his conditions for an Anglo-French nuclear merger on the day the plan was set to go ahead.,29
4300,"Microsoft Corp. stock surged 10 percent to a record close Friday, a day after the software giant reported an 85 percent increase in quarterly earnings, smashing Wall Street estimates.",31
4301,"Britain's Granada Group, which won control of hotel and catering empire Forte in January, on Wednesday reported a 37 percent surge in full-year profits to 480 million pounds ($804 million).",21
4302,"Engineers are investigating the cause of an engine failure aboard a Cathay Pacific Airways Limited airliner on November 11 which forced return to Ho Chi Minh City on one engine, an airline spokesman said commenting on a report in Flight International.",15
4303,"CE Electric claimed 50.03 percent of British target Northern Electric in a fiercely fought bid on Saturday but, in an unusual twist, needs takeover panel approval on crucial extra acceptances to declare victory.",16
4304,"Australian industrial conglomerate Pacific Dunlop Ltd reported a heavy fall in net profit on Friday but said the group was now ready to ""take off"".",30
4305,"The party of Czech Prime Minister Vaclav Klaus performed strongly in Senate elections on Saturday but with turnout at 35 percent, the real winner was apathy.",13
4306,"Eastman Kodak Co. sees continued innovation as the key to protecting profit margins in a business that becomes more competitive every year, its new president and chief operating officer said Thursday.",35
4307,Hong Kong's post-1997 leadership campaign has begun in earnest with all the top candidates for the job as the territory's chief executive stating their positions on key issues in recent days.,37
4308,"China issued more tough warnings on curbing risk in the financial sector on Thursday, fresh on the heels of the failure of one of its big trust companies.",49
4309,"British Airways Plc (BA) said on Tuesday that it had no plans for new alliances over the next few years, but would extend its global reach by franchising its popular brand name to smaller airlines.",23
4310,Four publicly traded startup companies formed to help computer users surf the World Wide Web are now fighting it out in a battle that promises to circle the world at high speed.,41
4311,"Breakfast cereal price wars may make consumers smile, but they're putting frowns on faces at some of the nation's largest cereal makers.",36
4312,"Investing in Asian telecommunications stocks is full of hazards as the region grapples with a general lack of sophistication and wide discrepancies in demand and regulation, analysts say.",42
4313,"PrimeCo, the mobile telephone venture owned by AirTouch Communications Inc and three regional Bells, expects a tougher fight with Sprint Corp in the wireless market than with AT&amp;T Corp .",35
4314,"Northern Rock Building Society said on Monday that 900,000 of its members would get 500 free shares when the society floats on the stock exchange later this year.",17
4315,Two of Britain's leading insurance brokers Lloyd Thompson Group and JIB Group said on Monday they are to merge in a deal worth 300 million pounds ($496.4 million),44
4316,"A meeting of China's bankers in Beijing next week is expected to work out plans to tighten controls on the country's immature financial markets to curb widespread irregularities, bankers said on Friday.",11
4317,"Taiwan's call for a ""Greater China"" joint-venture bank on Wednesday was greeted with caution in Hong Kong, where analysts and businessmen said more details were needed to convince the industry of its feasibility.",45
4318,"With most of their third quarter results in, regional Bells are fulfilling their promise to build out more telephone lines, to put more new services on each line and to make more money doing it.",35
4319,"China's central bank is ordering state banks to gradually pull out of the state debt markets to help stop the flow of speculative ""hot money"" into the volatile stock markets, industry sources said on Thursday.",11
4320,"China's Supreme Court announced on Thursday that a court has rejected the appeal of a son of one of the country's political elite, upholding a suspended death sentence for bribery.",3
4321,"A lower than expected third quarter sales growth rate may explain why shares in Guidant Corp closed off 2-7/8 to 46-1/2 Monday on the New York Stock Exchange, said Guidant chief executive Ronald Dollens.",22
4322,"Ford Motor Co. Thursday announced sweeping organisational changes and a major shake-up of its senior management, replacing the head of its global automotive operations.",48
4323,"A new generation of drug lords is growing up in Colombia around the booming production and export of heroin, anti-narcotics chief Col. Leonardo Gallego said on Friday.",20
4324,"International Business Machines Corp is discontinuing some unspecified research and development projects as part of a wider effort to cut costs, Louis Gerstner, the company's chairman and chief executive, said on Wednesday.",46
4325,"Canadian nickel giant Falconbridge Ltd has a growing appetite for expansion and is poised for growth through acquisition and exploration, the company's new chief executive officer said in an interview.",12
4326,British electricity company Northern Electric brought forward half year results and gave year forecasts on Friday in a bid to prove it is undervalued by CE Electric's 630 pence a share bid.,16
4327,"Two major Wall Street brokerages lowered their earnings estimates for AT&amp;T Corp. Monday amid growing competition in the industry, sparking a heavy sell-off of the stock.",35
4328,"VLSI Technology Inc expects flat to lower revenues for the 1997 first quarter compared to the 1996 fourth quarter's net revenues of $183.6 million, a spokesman for the company said.",9
4329,"Misys, Britain's fast-growing, 950 million pound ($1.5 billion) software supplier, posted record half-year results on Wednesday and said it was eyeing up to five international acquisition targets worth up to $30 million each.",24
4330,"Seven years after General Motors Corp created the Geo brand to entice more import buyers, the automaker is dropping the name, though it will continue to sell the Metro, Prizm and Tracker models as Chevrolet vehicles.",48
4331,"Channel 5, Britain's new commercial television station, said on Monday it was delighted with its launch after initial figures showed that five of its first night shows attracted a million viewers or more.",21
4332,"Prime Minister Vaclav Klaus said on Tuesday that improving the regulation of beleaguered Czech capital markets was on his agenda, but he took a shot at critics who have said the improvement was coming too slowly.",13
4333,"Sears, Roebuck &amp; Co. will spend more than $500 million to revamp and expand its stand-alone tire and battery stores under the new National Tire and Battery name, the retailer said Wednesday.",5
4334,Privately owned British investment bank Robert Fleming on Wednesday announced increased pre-tax profits for the first half of the year which it said underlined its ability to remain independent.,2
4335,Mercantile Bancorp Inc said Monday it could still make other acquisitions while it is completing its $855 million merger with Mark Twain Bancshares Inc.,5
4336,"Britain's largest retail financial services group, Lloyds TSB, on Friday reported a 52 percent surge in 1996 profits, but analysts said the figure was somewhat flattering and included lower than expected bad debt provisions.",17
4337,"The French government set out on Wednesday the procedure for privatising defence electronics company Thomson-CSF, including minimum financial terms and conditions.",38
4338,"Commonwealth Bank of Australia (CBA) managing director David Murray, buoyant after a surprisingly strong profit result, said on Thursday that CBA had decided to expand its presence in Asia and New Zealand.",4
4339,China said on Tuesday the health of its 92-year-old paramount leader Deng Xiaoping was relatively good and had not changed dramatically.,43
4340,"The world's biggest prescription drugs company, Glaxo Wellcome Plc, announced an 18 percent leap in pre-tax profits on Thursday, but said life would be tougher after its best-selling drug loses its U.S. patent in July.",19
4341,"Debt-laden Eurotunnel faced fresh financial pressure on Wednesday in the wake of the fire which swept through a main tunnel leaving a trail of damage, no running services and shaken consumer confidence.",8
4342,"Russia's demand for feed grains will outstrip any output increases its agriculture sector manages in coming years, which could turn the country into a big importer, industry officials said on Friday.",28
4343,"Smiles are coming back to the faces of Asian sugar traders and industry executives, who are smacking their lips at the prospect of a stabilised Chinese market and decent profits for sugar mills there.",27
4344,"American Axle &amp; Manufacturing Inc. reached a tentative contract with the United Auto Workers minutes before a strike deadline Monday morning, sparing General Motors Corp. a potentially punishing work stoppage.",48
4345,"Market talk persists about a possible demerger of Rhone-Poulenc into a chemicals company and a pharmaceuticals group, with a leading French broker saying it would boost share value by a third.",29
4346,British brewing to leisure group Bass Plc said on Monday it had sold 47 Holiday Inn full service hotels and 14 Holiday Inn management contracts in the mid-market sector in North America to the Bristol Hotel Company.,47
4347,"Sony Corp. will unveil Monday an Internet-based staging area for consumers to sample, play and even purchase the entertainment giant's vast store of popular television, film, music and video games.",9
4348,A Chinese dissident who spent years in jail after the 1989 pro-democracy demonstrations in Beijing has sent a rare open letter to parliament calling for legislation to hold back a rising tide of official corruption.,34
4349,"Swiss pharmaceutical company Roche Holding AG agreed on Wednesday to acquire Tastemaker, an international manufacturer of food flavorings, from two U.S. chemical companies in a deal worth about $1.1 billion.",36
4350,The family of detained Chinese dissident Wang Dan said on Sunday the former student leader could stand trial this week for the capital offence of plotting to overthrow the government. They said the charge was unfounded.,14
4351,"The head of the Czech Republic's largest bank is on a crusade to clean up the emerging post-communist banking sector from within and, he hopes, from a seat in the Senate.",18
4352,China has captured the big prize in its recognition battle with rival Taiwan after South Africa announced plans to switch formal ties to Beijing.,49
4353,"Demands for commodity auction rule changes to stop overbidding for cocoa export contracts will dominate talks in Abidjan next week on progress with Ivorian agriculture reforms, donor and industry delegates say.",32
4354,Kmart Corp. said Monday it may merge its Builders Square stores with Waban Inc.'s HomeBase business in a deal that would create the nation's third largest home improvement chain.,36
4355,British utility Northern Electric Plc made a last-ditch attempt Monday to remain independent by trying to overturn the extension of an offer by CE Electric that gives the U.S. company a majority of its shares.,16
4356,A former Colombian rebel leader who masterminded a 61-day takeover of an embassy in Bogota in 1980 on Wednesday urged Peruvian guerrillas holding hostages in the Japanese embassy residence in Lima to keep cool.,20
4357,Police sealed off South Korea's embassy and consular office in China's capital Beijing on Thursday after one of North Korea's top officials was reported to have sought asylum from Seoul.,43
4358,"If foreign governments thought Beijing listened to pleas on human rights, they may have to think of new means of persuasion after a Beijing court jailed one of China's few dissidents still at liberty for 11 years on Wednesday.",14
4359,"The largest electricity provider in the United States marched into Asia on Thursday with a US$2.7 billion deal to buy independent Hong Kong power producer, Consolidated Electric Power Asia Ltd.",42
4360,Zinc producer Pasminco Ltd said on Wednesday it hoped to run to the Australian stock market soon with a major share issue to help fund the development of the roughly A$1 billion Century zinc project.,30
4361,"Shanghai's port will be expanded to improve container handling and the approach channels will be deepened to accommodate large container ships, the port director said on Friday.",11
4362,"An estimated 50,000 to 100,000 people in China are infected with the HIV virus but many Chinese still know little about the deadly AIDS disease it can cause, health officials said on Wednesday.",34
4363,Drug group Rhone-Poulenc Rorer Inc said on Wednesday it was still keen to forge a cancer drug partnership in the U.S. as part of its goal of becoming a major oncology player over the next five years.,19
4364,French chemicals and drugs group Rhone-Poulenc SA on Friday announced a larger than expected 13 percent rise in third quarter profits but said the increase would have been 25.1 percent but for a product recall.,29
4365,"Moves toward just-in-time roasting and savage cuts in coffee inventories in consumer countries will force exporters, traders and processors to resort to sophisticated financial mechanisms to offset price volatility, the head of the International Coffee Organization said.",20
4366,"Asian traders raised their eyebrows on Monday at reports that China had bought hundreds of thousands of tonnes of soybean oil, saying authorities had issued import licences for only a fraction of that.",27
4367,"French state-owned aerospace group Aerospatiale, in the throes of merger talks, faces key questions on its strategic operations as Europe's aircraft industry gears up for competition with a new U.S. giant.",38
4368,"Australian paper and packaging group Amcor Ltd is expected on Monday to post a heavy slump in annual profit, due to lower paper prices and weak demand in its home market, but analysts feel the worst may soon be over.",30
4369,"The Prague Stock Exchange continued to gain ground on Thursday, but analysts said they are not convinced the beleaguered bourse's fortunes have turned around, attributing the rise to thin domestic buying.",1
4370,"In Miami, the cruise-ship capital of the world, business is bright with bountiful bookings but eyes are warily looking up the Florida coast to where The Walt Disney Co. is readying its sea-going debut.",33
4371,"The Czech National Bank (CNB) has proposed merging savings bank Ceska Sporitelna, with foreign trade bank Ceskoslovenska Obchodni Banka a.s.(CSOB), and then privatising the new megabank which would be the largest in post-Communist Eastern Europe.",18
4372,"American Airlines is planning to place a long-awaited order for about $6 billion worth of Boeing Co. airplanes, according to reports published Wednesday.",31
4373,"Hong Kong's Democratic Party leaders, often seen as the arch-foes of Beijing, launched a marathon mission to North America and Europe on Wednesday to brief the West on the territory's plight as China takes over.",37
4374,"Canada is raising the amount of investment required of prospective immigrants seeking to settle in the country, Immigration Minister Lucienne Robillard said on Friday.",12
4375,"Imperial Chemcial Industries Plc said on Thursday that it would ""look at every creative opportunity"" for reshaping its business, including flotations, asset swaps, sales and acquisitions.",19
4376,"Mercantile Bancorp Inc. said Monday it agreed to acquire Roosevelt Financial Group Inc. for about $1 billion in cash and stock, a move that would create the largest bank in Missouri.",5
4377,"China's Zhenhai Refining &amp; Chemical Co Ltd, whose stock price has been lashed by the U.S. missile attacks on Iraq, said investors had over-reacted and assured it was able to overcome present difficulties.",45
4378,"Intel Corp stock surged ahead in heavy trading on the strength of its third quarter earnings report, but while its success fueled gains in the stocks of PC makers, the Intel report did little to buoy other chipmakers.",9
4379,"Hong Kong's leader-in-waiting Tung Chee-hwa on Friday invited the territory's top official, Anson Chan, to meet him amid intense speculation over whether she might stay in her post after China takes over next year.",37
4380,"A week after Japan's top brokerage, Nomura Securities, said two directors were involved in suspected illegal deals, speculation is spreading that similar scandals may emerge at other brokerages.",10
4381,British Steel saw its share price skid to a 12-month low on Thursday after a rash of profit downgrades from analysts who said the pound's surge against the mark could slash group profitability.,8
4382,Boeing Co. stock surged Tuesday after the company decided to scrap plans to build a costly stretch version of its 747 jumbo jet.,31
4383,"A sprawling new copper production group in China's southwestern Yunnan province is planning to boost minerals output in the nation's ""kingdom of non-ferrous metals"", senior company officials said on Friday.",34
4384,Texas Instruments Inc. said Tuesday it set a licensing pact with Samsung Electronics Co. Ltd. of Korea that will generate royalty payments of more than $1 billion over 10 years.,9
4385,"Two hundred days before its historic handover to China, Hong Kong has adopted a charismatic shipping tycoon as helmsman to lead it into the 21st century.",37
4386,"General Motors Corp's decision to invest 300 million stg in its U.K. operations reflected confidence in its Vauxhall Motors unit and international prospects for the Astra model, Vauxhall said on Tuesday.",19
4387,"The Czech Republic and Spain played to a scoreless draw in their World Cup group six qualifier on Wednesday, in a lacklustre match that failed to live up to its marquee billing.",1
4388,"British opposition Labour party's plans for a one-off ""windfall"" tax on utility companies may be causing more stock market damage through uncertainty than the tax itself would, analysts said on Thursday.",16
4389,"Australia's A$6 billion (US$4.68 billion) car industry could grind to a halt from late next week due to a crippling strike at a key supplier, industry sources said on Tuesday.",30
4390,"Inco Ltd's huge nickel, copper and cobalt property at Voisey's Bay in remote Labrador keeps getting bigger, with 11 drill rigs working around the clock to define three enormous deposits that promise to upset the world's metals markets.",12
4391,Norfolk Southern Corp was preparing Monday to buy nearly 10 percent of Conrail Inc. in a move that would further cement a stalemate in the three-month-old fight for control of the railroad giant.,39
4392,"Chinese authorities, shaken by a bombing in Lhasa last month, have tightened security across Tibet in the run-up to the Himalayan region's New Year next month, the Tibet Daily said.",3
4393,"British Biotech Plc published further evidence on Monday that its cancer drug Marimastat worked, but analysts said there was still a long way to go before its potential as a blockbuster product can be confirmed.",19
4394,"China's paramount leader Deng Xiaoping is in good health, but may not be able to visit Hong Kong when the British colony reverts to Chinese rule in mid-1997, Beijing Vice-Mayor Zhang Baifa said on Monday.",3
4395,Softbank Chief Executive Officer Masahoshi Son said the company will focus over the next year or two on growing its businesses organically and on preparing for the launch of JSkyB.,41
4396,"The stock of International Business Machines Corp. fell in heavy trading on Thursday, hit by renewed fears about its first-quarter earnings after a published report focused on recent analysts' estimate cuts.",46
4397,"A China-wide computer network launched by a subsidiary of the official news agency Xinhua on Monday will take Chinese businesses online and supply them with news and economic information, company officials said.",34
4398,"Guidant Corp expects no material impact on its financial results from a halt in shipments to Europe of its Ventak AV implantable defibrillator, chief executive Ronald Dollens said Tuesday.",22
4399,Japan's ruling Liberal Democratic Party (LDP) and its allies agreed on Tuesday to lift a ban on holding companies put in place by U.S. Occupation forces shortly after World War Two.,10
4400,Lloyd's of London on Wednesday said that preliminary underwriting profits had topped the one billion pound mark for the second year running despite a slight drop from the previous year's level.,44
4401,Eastman Kodak Co secured only a partial exit from the bruising copier wars with the $684 million sale on Monday of its copier-marketing and service operations to Britain's Danka Business Systems Plc.,33
4402,"British television and national newspaper group United News &amp; Media Plc said on Friday its profit had risen 12 percent in an ""excellent"" first year following a merger which effectively doubled its size.",21
4403,Residents of a town in China's restive northwestern Xinjiang returned to work on Wednesday from the Lunar New Year holiday with officials vowing to deal a blow to separatism after a riot that left 10 people dead.,3
4404,"Global paper and packaging group Amcor Ltd announced on Monday a rare slide in annual profit, blaming weak world paper prices and flat economic growth at home, but its shares held firm on the promise of recovery.",30
4405,"Russia is eyeing its second consecutive bad grain harvest and will need imports despite a prediction by Prime Minister Viktor Chernomyrdin that output will be enough to meet demand, industry sources said Tuesday.",28
4406,"China has pledged to open its insurance, stock, retail, wholesale and banking sectors to foreign investment as part of a drive for long-delayed entry to the World Trade Organisation.",3
4407,"WEST PALM BEACH, Fla, March 26, Reuter - A Florida judge on Wednesday ordered Liggett Group to immediately deliver internal industry documents for possible use in the state of Florida's lawsuit against U.S. tobacco companies.",33
4408,South Korea's Daewoo Electronics on Thursday defended a proposed controversial deal to buy France's Thomson Multimedia by pledging to make investments in the company.,29
4409,"French utilities giant Compagnie Generale des Eaux posted on Monday higher first half profits and unveiled plans to reorganise its loss-making construction business, hammered by a depressed French market.",38
4410,"Western Resources Inc, which has spent much of 1996 laying the groundwork to buy ADT Ltd, is widely expected to sweeten its unsolicited $3.5 billion offer for the electronic security giant.",39
4411,Sierra Semiconductor Corp jumped 23 percent Thursday on the expectation the company would emerge as a smaller but more profitable operation after its planned exit from the computer modem business.,31
4412,"When Apple Computer Inc. fired co-founder Steven Jobs in 1985, Apple employees did not know whether to cry or to rejoice.",25
4413,"An overture by China to bring its critics into the team picking Hong Kong's future leadership shows openness but might split the democratic camp in the British colony, analysts said on Tuesday.",37
4414,"China has vowed to curb the influence of Buddhism in Tibet, saying religion would have to bow to socialism.",3
4415,A funeral cortege bearing the body of paramount leader Deng Xiaoping arrived at Beijing's Babaoshan cemetery for cremation on Monday as China began paying last respects to the man who transformed the nation.,43
4416,"Chinese dissident Liu Xiaobo has filed a lawsuit against Beijing authorities for sending him to a labour camp without trial, his wife said on Tuesday.",3
4417,Shiva Corp. stock lost almost half its value Wednesday after the data communications equipment maker stunned Wall Street by revealing that fourth-quarter earnings were likely to be no more than a third of expectations.,9
4418,"General Motors Corp cut a deal to end a costly strike at an Indianapolis metal stamping plant on Saturday, about 14 hours after it announced a tentative national contract agreement with the United Auto Workers union.",7
4419,"Port arrivals of 1996/97 Ivorian cocoa ranged between 745-755,000 tonnes by January 27 compared to 800,000 tonnes in 1995/96 as exporters cut up-country buying for lack of storage space, industry sources and exporters say.",32
4420,The federal government's bid to pry open the phone business has hit a snag that could postpone the onset of full-blown competition in the local and long-distance markets and delay cheaper phone service.,40
4421,"Lloyds TSB Group kicks off the UK bank reporting seson on February 14 and, despite trading at big premiums to the sector, is still favoured by analysts because of what they see as a well-positioned business mix.",17
4422,"The Czech Republic could have a 50,000- 100,000 tonne sugar surplus from this year's campaign but little will be exported due to high local production costs and a world sugar surplus, sugar experts say.",13
4423,Cellex Biosciences Inc said it expects to report a strong fiscal fourth quarter ending September 30 and to move into the black next fiscal year.,22
4424,Internet access providers and others who met with Net-savvy lawmakers said they fear Congress will wreak havoc on cyberspace but are also heartened by the growing number of legislators who understand the global computer network.,0
4425,"Apple Computer Inc. Friday said it plans to cut 4,100 jobs in a restructuring aimed at returning the company to profitability.",25
4426,Westpac Banking Corp Ltd is expected to report on Tuesday that its net profit growth was reined back to a slower 10 percent in the 1995/96 year by an increasingly competitive home loan sector and a slower economy.,4
4427,"Chrysler Corp., formalising plans to keep President Robert Lutz on its payroll past the age of 65 and develop a new generation of managers, said its board of directors named Lutz vice chairman on Thursday.",7
4428,"Tibet's exiled spiritual leader, the Dalai Lama, urged Australia on Monday to press China into talks over the future of the remote Himalayan region and said he was ready to visit Beijing in the right ""atmosphere"".",30
4429,Germany and the Czech republic announced on Monday that a long-awaited declaration on post- World War Two reconciliation would be initialled this week but politicians on both sides withheld final approval of the text.,18
4430,Cambridge Antibody Technology Group Plc (CAT) said late on Wednesday that it expected to forge a major genetics alliance in the next 12 months.,19
4431,A break-in at the U.S. Justice Department's World Wide Web site last week highlighted the Internet's continued vulnerability to hackers.,0
4432,"Britain's largest home loan lender, Halifax Building Society, said on Thursday it was confident of avoiding any takeover attempt when it floats on the stock market and sheds mutuality for bank status next June.",2
